theta_arcmin,psf_sr-1,s_deg2_sr-1,encircled_energy
3.525126062878850774e+01,6.582052693695321466e+01,2.271999121163991120e+01,8.491570059741999632e-01
3.602829443370791296e+01,6.170602815612452474e+01,2.224910260097182757e+01,8.500952532524589378e-01
3.682245618024465728e+01,5.784861337571987860e+01,2.178792946779338635e+01,8.510140529003763499e-01
3.763412341488666613e+01,5.423237319507786935e+01,2.133632992456064059e+01,8.519138072893790437e-01
3.846368200627485123e+01,5.084231595792187619e+01,2.089414169146008149e+01,8.527949125195204427e-01
3.931152632864605323e+01,4.766441853689848074e+01,2.046122406242744418e+01,8.536577584622241366e-01
4.017805944931949824e+01,4.468549687566591899e+01,2.003742937764675247e+01,8.545027288049170666e-01
4.106369332031606234e+01,4.189316062412996189e+01,1.962260409774019365e+01,8.553302011099186419e-01
4.196884897420125782e+01,3.927582111722815483e+01,1.921661501824853602e+01,8.561405468721517975e-01
4.289395672424520711e+01,3.682256200831909609e+01,1.881931103089968005e+01,8.569341315817013971e-01
4.383945636899461817e+01,3.452315228544492243e+01,1.843054863270298682e+01,8.577113147987112107e-01
4.480579740135414113e+01,3.236801819753421938e+01,1.805020050173176216e+01,8.584724502208792574e-01
4.579343922227640462e+01,3.034813185655634271e+01,1.767811621690573176e+01,8.592178857638349543e-01
4.680285135916241046e+01,2.845505425998703330e+01,1.731416460111078592e+01,8.599479636420719331e-01
4.783451368907600454e+01,2.668086748458967250e+01,1.695821633314955790e+01,8.606630204492835556e-01
4.888891666687865012e+01,2.501812414276440322e+01,1.661013147486305286e+01,8.613633872481114562e-01
4.996656155839293234e+01,2.345986295733192506e+01,1.626978819409192312e+01,8.620493896570713410e-01
5.106796067870552491e+01,2.199953931362388815e+01,1.593705664792635801e+01,8.627213479393395223e-01
5.219363763572312109e+01,2.063101292844519108e+01,1.561180731895270313e+01,8.633795770989562968e-01
