# DIGITIZED_EXTERNAL_VALIDATION; Ginis et al. 2012 J Vis 12(3):20; y = Log(PSF) as printed (log10 of PSF in sr^-1, see README)
curve,theta_deg,log10_psf
GP,4.1740,0.1034
GP,4.1777,0.1034
GP,4.1814,0.1034
GP,4.1851,0.1034
GP,4.1888,0.1034
GP,4.1925,0.1034
GP,4.1962,0.1008
GP,4.1999,0.1008
GP,4.2036,0.1008
GP,4.2072,0.0981
GP,4.2109,0.0981
GP,4.2146,0.0981
GP,4.2183,0.0981
GP,4.2220,0.0954
GP,4.2257,0.0954
GP,4.2294,0.0954
GP,4.2331,0.0954
GP,4.2368,0.0928
GP,4.2405,0.0901
GP,4.2442,0.0901
GP,4.2479,0.0901
GP,4.2516,0.0874
GP,4.2553,0.0848
GP,4.2590,0.0848
GP,4.2627,0.0848
GP,4.2664,0.0821
GP,4.2701,0.0821
GP,4.2738,0.0821
GP,4.2775,0.0821
GP,4.2812,0.0821
GP,4.2849,0.0821
GP,4.2886,0.0794
GP,4.2923,0.0794
GP,4.2960,0.0794
GP,4.2997,0.0794
GP,4.3034,0.0768
GP,4.3071,0.0768
GP,4.3108,0.0741
GP,4.3145,0.0741
GP,4.3182,0.0741
GP,4.3219,0.0715
GP,4.3256,0.0715
GP,4.3293,0.0715
GP,4.3330,0.0715
GP,4.3367,0.0715
GP,4.3403,0.0715
GP,4.3440,0.0688
GP,4.3477,0.0661
GP,4.3514,0.0661
GP,4.3551,0.0661
GP,4.3588,0.0661
GP,4.3625,0.0661
GP,4.3662,0.0635
GP,4.3699,0.0608
GP,4.3736,0.0608
GP,4.3773,0.0608
GP,4.3810,0.0608
GP,4.3847,0.0608
GP,4.3884,0.0608
GP,4.3921,0.0581
GP,4.3958,0.0555
GP,4.3995,0.0555
GP,4.4032,0.0555
GP,4.4069,0.0555
GP,4.4106,0.0555
GP,4.4143,0.0555
GP,4.4180,0.0555
GP,4.4217,0.0555
GP,4.4254,0.0528
GP,4.4291,0.0501
GP,4.4328,0.0501
GP,4.4365,0.0501
GP,4.4402,0.0501
GP,4.4439,0.0501
GP,4.4476,0.0475
GP,4.4513,0.0475
GP,4.4550,0.0448
GP,4.4587,0.0421
GP,4.4624,0.0421
GP,4.4661,0.0421
GP,4.4697,0.0421
GP,4.4734,0.0421
GP,4.4771,0.0421
GP,4.4808,0.0395
GP,4.4845,0.0395
GP,4.4882,0.0368
GP,4.4919,0.0368
GP,4.4956,0.0368
GP,4.4993,0.0368
GP,4.5030,0.0368
GP,4.5067,0.0368
GP,4.5104,0.0368
GP,4.5141,0.0368
GP,4.5178,0.0342
GP,4.5215,0.0315
GP,4.5252,0.0315
GP,4.5289,0.0315
GP,4.5326,0.0315
GP,4.5363,0.0315
GP,4.5400,0.0288
GP,4.5437,0.0288
GP,4.5474,0.0262
GP,4.5511,0.0262
GP,4.5548,0.0262
GP,4.5585,0.0235
GP,4.5622,0.0235
GP,4.5659,0.0235
GP,4.5696,0.0235
GP,4.5733,0.0208
GP,4.5770,0.0182
GP,4.5807,0.0182
GP,4.5844,0.0182
GP,4.5881,0.0182
GP,4.5918,0.0182
GP,4.5955,0.0182
GP,4.5992,0.0155
GP,4.6028,0.0155
GP,4.6065,0.0128
GP,4.6102,0.0128
GP,4.6139,0.0128
GP,4.6176,0.0128
GP,4.6213,0.0128
GP,4.6250,0.0128
GP,4.6287,0.0128
GP,4.6324,0.0128
GP,4.6361,0.0102
GP,4.6398,0.0075
GP,4.6435,0.0075
GP,4.6472,0.0075
GP,4.6509,0.0075
GP,4.6546,0.0048
GP,4.6583,0.0048
GP,4.6620,0.0048
GP,4.6657,0.0022
GP,4.6694,-0.0005
GP,4.6731,-0.0005
GP,4.6768,-0.0005
GP,4.6805,-0.0005
GP,4.6842,-0.0005
GP,4.6879,-0.0031
GP,4.6916,-0.0031
GP,4.6953,-0.0058
GP,4.6990,-0.0058
GP,4.7027,-0.0058
GP,4.7064,-0.0058
GP,4.7101,-0.0058
GP,4.7138,-0.0058
GP,4.7175,-0.0058
GP,4.7212,-0.0085
GP,4.7249,-0.0111
GP,4.7286,-0.0111
GP,4.7323,-0.0111
GP,4.7359,-0.0111
GP,4.7396,-0.0111
GP,4.7433,-0.0111
GP,4.7470,-0.0111
GP,4.7507,-0.0111
GP,4.7544,-0.0111
GP,4.7581,-0.0138
GP,4.7618,-0.0165
GP,4.7655,-0.0165
GP,4.7692,-0.0165
GP,4.7729,-0.0165
GP,4.7766,-0.0165
GP,4.7803,-0.0191
GP,4.7840,-0.0191
GP,4.7877,-0.0191
GP,4.7914,-0.0191
GP,4.7951,-0.0191
GP,4.7988,-0.0191
GP,4.8025,-0.0191
GP,4.8062,-0.0218
GP,4.8099,-0.0245
GP,4.8136,-0.0218
GP,4.8173,-0.0245
GP,4.8210,-0.0245
GP,4.8247,-0.0245
GP,4.8284,-0.0271
GP,4.8321,-0.0271
GP,4.8358,-0.0271
GP,4.8395,-0.0298
GP,4.8432,-0.0298
GP,4.8469,-0.0325
GP,4.8506,-0.0325
GP,4.8543,-0.0325
GP,4.8580,-0.0325
GP,4.8617,-0.0351
GP,4.8654,-0.0351
GP,4.8690,-0.0351
GP,4.8727,-0.0378
GP,4.8764,-0.0378
GP,4.8801,-0.0378
GP,4.8838,-0.0378
GP,4.8875,-0.0404
GP,4.8912,-0.0404
GP,4.8949,-0.0404
GP,4.8986,-0.0404
GP,4.9023,-0.0404
GP,4.9060,-0.0431
GP,4.9097,-0.0431
GP,4.9134,-0.0431
GP,4.9171,-0.0431
GP,4.9208,-0.0431
GP,4.9245,-0.0431
GP,4.9282,-0.0458
GP,4.9319,-0.0458
GP,4.9356,-0.0458
GP,4.9393,-0.0458
GP,4.9430,-0.0458
GP,4.9467,-0.0484
GP,4.9504,-0.0511
GP,4.9541,-0.0511
GP,4.9578,-0.0511
GP,4.9615,-0.0511
GP,4.9652,-0.0511
GP,4.9689,-0.0538
GP,4.9726,-0.0538
GP,4.9763,-0.0538
GP,4.9800,-0.0564
GP,4.9837,-0.0564
GP,4.9874,-0.0564
GP,4.9911,-0.0591
GP,4.9948,-0.0591
GP,4.9984,-0.0591
GP,5.0021,-0.0591
GP,5.0058,-0.0618
GP,5.0095,-0.0618
GP,5.0132,-0.0618
GP,5.0169,-0.0618
GP,5.0206,-0.0618
GP,5.0243,-0.0644
GP,5.0280,-0.0644
GP,5.0317,-0.0644
GP,5.0354,-0.0671
GP,5.0391,-0.0671
GP,5.0428,-0.0671
GP,5.0465,-0.0671
GP,5.0502,-0.0671
GP,5.0539,-0.0671
GP,5.0576,-0.0698
GP,5.0613,-0.0698
GP,5.0650,-0.0724
GP,5.0687,-0.0724
GP,5.0724,-0.0724
GP,5.0761,-0.0724
GP,5.0798,-0.0724
GP,5.0835,-0.0724
GP,5.0872,-0.0724
GP,5.0909,-0.0724
GP,5.0946,-0.0724
GP,5.0983,-0.0724
GP,5.1020,-0.0751
GP,5.1057,-0.0751
GP,5.1094,-0.0778
GP,5.1131,-0.0778
GP,5.1168,-0.0778
GP,5.1205,-0.0778
GP,5.1242,-0.0804
GP,5.1279,-0.0804
GP,5.1315,-0.0831
GP,5.1352,-0.0831
GP,5.1389,-0.0831
GP,5.1426,-0.0857
GP,5.1463,-0.0857
GP,5.1500,-0.0857
GP,5.1537,-0.0857
GP,5.1574,-0.0884
GP,5.1611,-0.0884
GP,5.1648,-0.0884
GP,5.1685,-0.0911
GP,5.1722,-0.0911
GP,5.1759,-0.0937
GP,5.1796,-0.0937
GP,5.1833,-0.0937
GP,5.1870,-0.0937
GP,5.1907,-0.0937
GP,5.1944,-0.0964
GP,5.1981,-0.0964
GP,5.2018,-0.0964
GP,5.2055,-0.0964
GP,5.2092,-0.0964
GP,5.2129,-0.0964
GP,5.2166,-0.0964
GP,5.2203,-0.0964
GP,5.2240,-0.0991
GP,5.2277,-0.0991
GP,5.2314,-0.1044
GP,5.2351,-0.1044
GP,5.2388,-0.1044
GP,5.2425,-0.1044
GP,5.2462,-0.1044
GP,5.2499,-0.1044
GP,5.2536,-0.1044
GP,5.2573,-0.1044
GP,5.2610,-0.1044
GP,5.2646,-0.1044
GP,5.2683,-0.1044
GP,5.2720,-0.1044
GP,5.2757,-0.1044
GP,5.2794,-0.1044
GP,5.2831,-0.1044
GP,5.2868,-0.1097
GP,5.2905,-0.1097
GP,5.2942,-0.1097
GP,5.2979,-0.1124
GP,5.3016,-0.1151
GP,5.3053,-0.1151
GP,5.3090,-0.1151
GP,5.3127,-0.1151
GP,5.3164,-0.1151
GP,5.3201,-0.1151
GP,5.3238,-0.1151
GP,5.3275,-0.1151
GP,5.3312,-0.1151
GP,5.3349,-0.1151
GP,5.3386,-0.1151
GP,5.3423,-0.1177
GP,5.3460,-0.1204
GP,5.3497,-0.1230
GP,5.3534,-0.1204
GP,5.3571,-0.1230
GP,5.3608,-0.1230
GP,5.3645,-0.1230
GP,5.3682,-0.1230
GP,5.3719,-0.1230
GP,5.3756,-0.1257
GP,5.3793,-0.1257
GP,5.3830,-0.1257
GP,5.3867,-0.1257
GP,5.3904,-0.1257
GP,5.3940,-0.1284
GP,5.3977,-0.1257
GP,5.4014,-0.1310
GP,5.4051,-0.1310
GP,5.4088,-0.1310
GP,5.4125,-0.1310
GP,5.4162,-0.1310
GP,5.4199,-0.1310
GP,5.4236,-0.1310
GP,5.4273,-0.1310
GP,5.4310,-0.1310
GP,5.4347,-0.1310
GP,5.4384,-0.1337
GP,5.4421,-0.1337
GP,5.4458,-0.1337
GP,5.4495,-0.1337
GP,5.4532,-0.1337
GP,5.4569,-0.1337
GP,5.4606,-0.1364
GP,5.4643,-0.1364
GP,5.4680,-0.1390
GP,5.4717,-0.1390
GP,5.4754,-0.1390
GP,5.4791,-0.1390
GP,5.4828,-0.1390
GP,5.4865,-0.1417
GP,5.4902,-0.1417
GP,5.4939,-0.1417
GP,5.4976,-0.1417
GP,5.5013,-0.1417
GP,5.5050,-0.1444
GP,5.5087,-0.1444
GP,5.5124,-0.1444
GP,5.5161,-0.1444
GP,5.5198,-0.1470
GP,5.5235,-0.1524
GP,5.5271,-0.1524
GP,5.5308,-0.1524
GP,5.5345,-0.1524
GP,5.5382,-0.1524
GP,5.5419,-0.1524
GP,5.5456,-0.1524
GP,5.5493,-0.1524
GP,5.5530,-0.1524
GP,5.5567,-0.1524
GP,5.5604,-0.1524
GP,5.5641,-0.1524
GP,5.5678,-0.1550
GP,5.5715,-0.1550
GP,5.5752,-0.1577
GP,5.5789,-0.1577
GP,5.5826,-0.1577
GP,5.5863,-0.1577
GP,5.5900,-0.1577
GP,5.5937,-0.1577
GP,5.5974,-0.1577
GP,5.6011,-0.1603
GP,5.6048,-0.1603
GP,5.6085,-0.1603
GP,5.6122,-0.1603
GP,5.6159,-0.1630
GP,5.6196,-0.1630
GP,5.6233,-0.1630
GP,5.6270,-0.1630
GP,5.6307,-0.1630
GP,5.6344,-0.1630
GP,5.6381,-0.1657
GP,5.6418,-0.1710
GP,5.6455,-0.1710
GP,5.6492,-0.1710
GP,5.6529,-0.1710
GP,5.6566,-0.1710
GP,5.6602,-0.1710
GP,5.6639,-0.1737
GP,5.6676,-0.1737
GP,5.6713,-0.1737
GP,5.6750,-0.1737
GP,5.6787,-0.1737
GP,5.6824,-0.1737
GP,5.6861,-0.1737
GP,5.6898,-0.1737
GP,5.6935,-0.1737
GP,5.6972,-0.1737
GP,5.7009,-0.1790
GP,5.7046,-0.1817
GP,5.7083,-0.1817
GP,5.7120,-0.1817
GP,5.7157,-0.1817
GP,5.7194,-0.1817
GP,5.7231,-0.1817
GP,5.7268,-0.1817
GP,5.7305,-0.1817
GP,5.7342,-0.1817
GP,5.7379,-0.1817
GP,5.7416,-0.1817
GP,5.7453,-0.1817
GP,5.7490,-0.1817
GP,5.7527,-0.1817
GP,5.7564,-0.1843
GP,5.7601,-0.1897
GP,5.7638,-0.1923
GP,5.7675,-0.1923
GP,5.7712,-0.1923
GP,5.7749,-0.1923
GP,5.7786,-0.1923
GP,5.7823,-0.1923
GP,5.7860,-0.1923
GP,5.7896,-0.1923
GP,5.7933,-0.1923
GP,5.7970,-0.1923
GP,5.8007,-0.1923
GP,5.8044,-0.1923
GP,5.8081,-0.1923
GP,5.8118,-0.1923
GP,5.8155,-0.1950
GP,5.8192,-0.1976
GP,5.8229,-0.1976
GP,5.8266,-0.1976
GP,5.8303,-0.2003
GP,5.8340,-0.2003
GP,5.8377,-0.2003
GP,5.8414,-0.2003
GP,5.8451,-0.2003
GP,5.8488,-0.2003
GP,5.8525,-0.2003
GP,5.8562,-0.2003
GP,5.8599,-0.2003
GP,5.8636,-0.2003
GP,5.8673,-0.2003
GP,5.8710,-0.2003
GP,5.8747,-0.2030
GP,5.8784,-0.2083
GP,5.8821,-0.2083
GP,5.8858,-0.2083
GP,5.8895,-0.2083
GP,5.8932,-0.2083
GP,5.8969,-0.2083
GP,5.9006,-0.2083
GP,5.9043,-0.2110
GP,5.9080,-0.2110
GP,5.9117,-0.2110
GP,5.9154,-0.2110
GP,5.9191,-0.2110
GP,5.9227,-0.2110
GP,5.9264,-0.2110
GP,5.9301,-0.2110
GP,5.9338,-0.2110
GP,5.9375,-0.2163
GP,5.9412,-0.2163
GP,5.9449,-0.2163
GP,5.9486,-0.2163
GP,5.9523,-0.2163
GP,5.9560,-0.2163
GP,5.9597,-0.2163
GP,5.9634,-0.2163
GP,5.9671,-0.2163
GP,5.9708,-0.2190
GP,5.9745,-0.2190
GP,5.9782,-0.2190
GP,5.9819,-0.2190
GP,5.9856,-0.2190
GP,5.9893,-0.2190
GP,5.9930,-0.2190
GP,5.9967,-0.2216
GP,6.0004,-0.2216
GP,6.0041,-0.2216
GP,6.0078,-0.2216
GP,6.0115,-0.2243
GP,6.0152,-0.2243
GP,6.0189,-0.2243
GP,6.0226,-0.2243
GP,6.0263,-0.2243
GP,6.0300,-0.2243
GP,6.0337,-0.2296
GP,6.0374,-0.2296
GP,6.0411,-0.2296
GP,6.0448,-0.2296
GP,6.0485,-0.2296
GP,6.0522,-0.2296
GP,6.0558,-0.2349
GP,6.0595,-0.2349
GP,6.0632,-0.2349
GP,6.0669,-0.2349
GP,6.0706,-0.2349
GP,6.0743,-0.2349
GP,6.0780,-0.2349
GP,6.0817,-0.2376
GP,6.0854,-0.2376
GP,6.0891,-0.2376
GP,6.0928,-0.2376
GP,6.0965,-0.2376
GP,6.1002,-0.2376
GP,6.1039,-0.2376
GP,6.1076,-0.2376
GP,6.1113,-0.2376
GP,6.1150,-0.2429
GP,6.1187,-0.2403
GP,6.1224,-0.2429
GP,6.1261,-0.2429
GP,6.1298,-0.2429
GP,6.1335,-0.2429
GP,6.1372,-0.2429
GP,6.1409,-0.2429
GP,6.1446,-0.2429
GP,6.1483,-0.2429
GP,6.1520,-0.2429
GP,6.1557,-0.2456
GP,6.1594,-0.2456
GP,6.1631,-0.2456
GP,6.1668,-0.2456
GP,6.1705,-0.2456
GP,6.1742,-0.2509
GP,6.1779,-0.2509
GP,6.1816,-0.2509
GP,6.1853,-0.2509
GP,6.1889,-0.2509
GP,6.1926,-0.2509
GP,6.1963,-0.2509
GP,6.2000,-0.2509
GP,6.2037,-0.2509
GP,6.2074,-0.2536
GP,6.2111,-0.2536
GP,6.2148,-0.2536
GP,6.2185,-0.2536
GP,6.2222,-0.2536
GP,6.2259,-0.2536
GP,6.2296,-0.2563
GP,6.2333,-0.2589
GP,6.2370,-0.2589
GP,6.2407,-0.2589
GP,6.2444,-0.2589
GP,6.2481,-0.2589
GP,6.2518,-0.2589
GP,6.2555,-0.2589
GP,6.2592,-0.2589
GP,6.2629,-0.2589
GP,6.2666,-0.2616
GP,6.2703,-0.2616
GP,6.2740,-0.2643
GP,6.2777,-0.2643
GP,6.2814,-0.2643
GP,6.2851,-0.2643
GP,6.2888,-0.2643
GP,6.2925,-0.2669
GP,6.2962,-0.2696
GP,6.2999,-0.2696
GP,6.3036,-0.2696
GP,6.3073,-0.2696
GP,6.3110,-0.2696
GP,6.3147,-0.2696
GP,6.3183,-0.2696
GP,6.3220,-0.2696
GP,6.3257,-0.2696
GP,6.3294,-0.2696
GP,6.3331,-0.2696
GP,6.3368,-0.2722
GP,6.3405,-0.2722
GP,6.3442,-0.2722
GP,6.3479,-0.2722
GP,6.3516,-0.2776
GP,6.3553,-0.2776
GP,6.3590,-0.2776
GP,6.3627,-0.2802
GP,6.3664,-0.2802
GP,6.3701,-0.2802
GP,6.3738,-0.2802
GP,6.3775,-0.2802
GP,6.3812,-0.2802
GP,6.3849,-0.2802
GP,6.3886,-0.2802
GP,6.3923,-0.2802
GP,6.3960,-0.2802
GP,6.3997,-0.2802
GP,6.4034,-0.2802
GP,6.4071,-0.2802
GP,6.4108,-0.2856
GP,6.4145,-0.2856
GP,6.4182,-0.2856
GP,6.4219,-0.2856
GP,6.4256,-0.2856
GP,6.4293,-0.2856
GP,6.4330,-0.2856
GP,6.4367,-0.2856
GP,6.4404,-0.2882
GP,6.4441,-0.2882
GP,6.4478,-0.2882
GP,6.4514,-0.2882
GP,6.4551,-0.2882
GP,6.4588,-0.2882
GP,6.4625,-0.2882
GP,6.4662,-0.2882
GP,6.4699,-0.2936
GP,6.4736,-0.2936
GP,6.4773,-0.2936
GP,6.4810,-0.2936
GP,6.4847,-0.2962
GP,6.4884,-0.2962
GP,6.4921,-0.2962
GP,6.4958,-0.2962
GP,6.4995,-0.2962
GP,6.5032,-0.2962
GP,6.5069,-0.2962
GP,6.5106,-0.2962
GP,6.5143,-0.2962
GP,6.5180,-0.2962
GP,6.5217,-0.2989
GP,6.5254,-0.2989
GP,6.5291,-0.3016
GP,6.5328,-0.3016
GP,6.5365,-0.3016
GP,6.5402,-0.3016
GP,6.5439,-0.3016
GP,6.5476,-0.3016
GP,6.5513,-0.3016
GP,6.5550,-0.3016
GP,6.5587,-0.3016
GP,6.5624,-0.3016
GP,6.5661,-0.3042
GP,6.5698,-0.3042
GP,6.5735,-0.3042
GP,6.5772,-0.3042
GP,6.5809,-0.3042
GP,6.5845,-0.3069
GP,6.5882,-0.3095
GP,6.5919,-0.3095
GP,6.5956,-0.3095
GP,6.5993,-0.3095
GP,6.6030,-0.3095
GP,6.6067,-0.3095
GP,6.6104,-0.3095
GP,6.6141,-0.3095
GP,6.6178,-0.3095
GP,6.6215,-0.3095
GP,6.6252,-0.3095
GP,6.6289,-0.3095
GP,6.6326,-0.3095
GP,6.6363,-0.3095
GP,6.6400,-0.3095
GP,6.6437,-0.3149
GP,6.6474,-0.3202
GP,6.6511,-0.3202
GP,6.6548,-0.3202
GP,6.6585,-0.3202
GP,6.6622,-0.3202
GP,6.6659,-0.3202
GP,6.6696,-0.3202
GP,6.6733,-0.3202
GP,6.6770,-0.3202
GP,6.6807,-0.3202
GP,6.6844,-0.3202
GP,6.6881,-0.3202
GP,6.6918,-0.3202
GP,6.6955,-0.3202
GP,6.6992,-0.3202
GP,6.7029,-0.3229
GP,6.7066,-0.3229
GP,6.7103,-0.3255
GP,6.7139,-0.3229
GP,6.7176,-0.3282
GP,6.7213,-0.3255
GP,6.7250,-0.3282
GP,6.7287,-0.3282
GP,6.7324,-0.3282
GP,6.7361,-0.3282
GP,6.7398,-0.3282
GP,6.7435,-0.3282
GP,6.7472,-0.3282
GP,6.7509,-0.3282
GP,6.7546,-0.3282
GP,6.7583,-0.3282
GP,6.7620,-0.3282
GP,6.7657,-0.3282
GP,6.7694,-0.3309
GP,6.7731,-0.3309
GP,6.7768,-0.3309
GP,6.7805,-0.3309
GP,6.7842,-0.3309
GP,6.7879,-0.3309
GP,6.7916,-0.3335
GP,6.7953,-0.3335
GP,6.7990,-0.3362
GP,6.8027,-0.3362
GP,6.8064,-0.3362
GP,6.8101,-0.3362
GP,6.8138,-0.3362
GP,6.8175,-0.3362
GP,6.8212,-0.3362
GP,6.8249,-0.3415
GP,6.8286,-0.3415
GP,6.8323,-0.3415
GP,6.8360,-0.3415
GP,6.8397,-0.3415
GP,6.8434,-0.3415
GP,6.8470,-0.3415
GP,6.8507,-0.3415
GP,6.8544,-0.3442
GP,6.8581,-0.3442
GP,6.8618,-0.3442
GP,6.8655,-0.3442
GP,6.8692,-0.3442
GP,6.8729,-0.3442
GP,6.8766,-0.3442
GP,6.8803,-0.3442
GP,6.8840,-0.3495
GP,6.8877,-0.3522
GP,6.8914,-0.3522
GP,6.8951,-0.3522
GP,6.8988,-0.3522
GP,6.9025,-0.3522
GP,6.9062,-0.3522
GP,6.9099,-0.3522
GP,6.9136,-0.3522
GP,6.9173,-0.3522
GP,6.9210,-0.3522
GP,6.9247,-0.3522
GP,6.9284,-0.3522
GP,6.9321,-0.3522
GP,6.9358,-0.3522
GP,6.9395,-0.3522
GP,6.9432,-0.3522
GP,6.9469,-0.3548
GP,6.9506,-0.3548
GP,6.9543,-0.3548
GP,6.9580,-0.3548
GP,6.9617,-0.3548
GP,6.9654,-0.3548
GP,6.9691,-0.3548
GP,6.9728,-0.3548
GP,6.9765,-0.3548
GP,6.9801,-0.3548
GP,6.9838,-0.3548
GP,6.9875,-0.3575
GP,6.9912,-0.3575
GP,6.9949,-0.3575
GP,6.9986,-0.3575
GP,7.0023,-0.3602
GP,7.0060,-0.3628
GP,7.0097,-0.3628
GP,7.0134,-0.3628
GP,7.0171,-0.3628
GP,7.0208,-0.3628
GP,7.0245,-0.3628
GP,7.0282,-0.3628
GP,7.0319,-0.3628
GP,7.0356,-0.3628
GP,7.0393,-0.3628
GP,7.0430,-0.3628
GP,7.0467,-0.3628
GP,7.0504,-0.3628
GP,7.0541,-0.3628
GP,7.0578,-0.3655
GP,7.0615,-0.3655
GP,7.0652,-0.3682
GP,7.0689,-0.3655
GP,7.0726,-0.3682
GP,7.0763,-0.3655
GP,7.0800,-0.3682
GP,7.0837,-0.3655
GP,7.0874,-0.3682
GP,7.0911,-0.3655
GP,7.0948,-0.3682
GP,7.0985,-0.3682
GP,7.1022,-0.3682
GP,7.1059,-0.3682
GP,7.1095,-0.3682
GP,7.1132,-0.3682
GP,7.1169,-0.3682
GP,7.1206,-0.3708
GP,7.1243,-0.3708
GP,7.1280,-0.3708
GP,7.1317,-0.3708
GP,7.1354,-0.3708
GP,7.1391,-0.3708
GP,7.1428,-0.3708
GP,7.1465,-0.3708
GP,7.1502,-0.3735
GP,7.1539,-0.3735
GP,7.1576,-0.3735
GP,7.1613,-0.3735
GP,7.1650,-0.3735
GP,7.1687,-0.3735
GP,7.1724,-0.3735
GP,7.1761,-0.3735
GP,7.1798,-0.3762
GP,7.1835,-0.3788
GP,7.1872,-0.3762
GP,7.1909,-0.3788
GP,7.1946,-0.3762
GP,7.1983,-0.3788
GP,7.2020,-0.3762
GP,7.2057,-0.3788
GP,7.2094,-0.3762
GP,7.2131,-0.3788
GP,7.2168,-0.3762
GP,7.2205,-0.3788
GP,7.2242,-0.3788
GP,7.2279,-0.3788
GP,7.2316,-0.3788
GP,7.2353,-0.3788
GP,7.2390,-0.3815
GP,7.2426,-0.3815
GP,7.2463,-0.3815
GP,7.2500,-0.3815
GP,7.2537,-0.3815
GP,7.2574,-0.3815
GP,7.2611,-0.3815
GP,7.2648,-0.3815
GP,7.2685,-0.3841
GP,7.2722,-0.3841
GP,7.2759,-0.3841
GP,7.2796,-0.3841
GP,7.2833,-0.3841
GP,7.2870,-0.3841
GP,7.2907,-0.3841
GP,7.2944,-0.3841
GP,7.2981,-0.3868
GP,7.3018,-0.3868
GP,7.3055,-0.3868
GP,7.3092,-0.3868
GP,7.3129,-0.3868
GP,7.3166,-0.3868
GP,7.3203,-0.3868
GP,7.3240,-0.3868
GP,7.3277,-0.3868
GP,7.3314,-0.3868
GP,7.3351,-0.3868
GP,7.3388,-0.3868
GP,7.3425,-0.3868
GP,7.3462,-0.3868
GP,7.3499,-0.3868
GP,7.3536,-0.3895
GP,7.3573,-0.3921
GP,7.3610,-0.3921
GP,7.3647,-0.3921
GP,7.3684,-0.3921
GP,7.3721,-0.3921
GP,7.3757,-0.3921
GP,7.3794,-0.3921
GP,7.3831,-0.3921
GP,7.3868,-0.3921
GP,7.3905,-0.3921
GP,7.3942,-0.3921
GP,7.3979,-0.3921
GP,7.4016,-0.3921
GP,7.4053,-0.3921
GP,7.4090,-0.3921
GP,7.4127,-0.3921
GP,7.4164,-0.3948
GP,7.4201,-0.3948
GP,7.4238,-0.3948
GP,7.4275,-0.3948
GP,7.4312,-0.3948
GP,7.4349,-0.3948
GP,7.4386,-0.3948
GP,7.4423,-0.3948
GP,7.4460,-0.3948
GP,7.4497,-0.3948
GP,7.4534,-0.3948
GP,7.4571,-0.3948
GP,7.4608,-0.3948
GP,7.4645,-0.3948
GP,7.4682,-0.3948
GP,7.4719,-0.3975
GP,7.4756,-0.3975
GP,7.4793,-0.4001
GP,7.4830,-0.4001
GP,7.4867,-0.4001
GP,7.4904,-0.4001
GP,7.4941,-0.4001
GP,7.4978,-0.4001
GP,7.5015,-0.4001
GP,7.5052,-0.4001
GP,7.5088,-0.4001
GP,7.5125,-0.4001
GP,7.5162,-0.4001
GP,7.5199,-0.4001
GP,7.5236,-0.4001
GP,7.5273,-0.4001
GP,7.5310,-0.4001
GP,7.5347,-0.4001
GP,7.5384,-0.4028
GP,7.5421,-0.4028
GP,7.5458,-0.4028
GP,7.5495,-0.4028
GP,7.5532,-0.4028
GP,7.5569,-0.4028
GP,7.5606,-0.4028
GP,7.5643,-0.4028
GP,7.5680,-0.4028
GP,7.5717,-0.4028
GP,7.5754,-0.4028
GP,7.5791,-0.4028
GP,7.5828,-0.4028
GP,7.5865,-0.4028
GP,7.5902,-0.4055
GP,7.5939,-0.4055
GP,7.5976,-0.4055
GP,7.6013,-0.4055
GP,7.6050,-0.4055
GP,7.6087,-0.4055
GP,7.6124,-0.4055
GP,7.6161,-0.4055
GP,7.6198,-0.4055
GP,7.6235,-0.4055
GP,7.6272,-0.4055
GP,7.6309,-0.4055
GP,7.6346,-0.4055
GP,7.6382,-0.4055
GP,7.6419,-0.4055
GP,7.6456,-0.4055
GP,7.6493,-0.4081
GP,7.6530,-0.4081
GP,7.6567,-0.4081
GP,7.6604,-0.4081
GP,7.6641,-0.4081
GP,7.6678,-0.4081
GP,7.6715,-0.4081
GP,7.6752,-0.4081
GP,7.6789,-0.4081
GP,7.6826,-0.4081
GP,7.6863,-0.4081
GP,7.6900,-0.4081
GP,7.6937,-0.4081
GP,7.6974,-0.4081
GP,7.7011,-0.4081
GP,7.7048,-0.4081
GP,7.7085,-0.4081
GP,7.7122,-0.4081
GP,7.7159,-0.4081
GP,7.7196,-0.4081
GP,7.7233,-0.4081
GP,7.7270,-0.4081
GP,7.7307,-0.4081
GP,7.7344,-0.4081
GP,7.7381,-0.4081
GP,7.7418,-0.4081
GP,7.7455,-0.4108
GP,7.7492,-0.4081
GP,7.7529,-0.4055
GP,7.7566,-0.4055
GP,7.7603,-0.4081
GP,7.7640,-0.4081
GP,7.7677,-0.4081
CS,0.0146,4.9206
CS,0.0183,4.8833
CS,0.0220,4.8273
CS,0.0257,4.7767
CS,0.0442,5.1577
CS,0.0479,5.1017
CS,0.0516,5.0298
CS,0.0553,4.9685
CS,0.0590,4.9072
CS,0.0627,4.8460
CS,0.0664,4.8060
CS,0.0701,4.7793
CS,0.0738,4.7714
CS,0.0775,4.7634
CS,0.0812,4.5902
CS,0.0849,4.5902
CS,0.0886,4.5635
CS,0.0923,4.5555
CS,0.0960,4.4197
CS,0.0997,4.4090
CS,0.1034,4.4117
CS,0.1108,4.2198
CS,0.1144,4.2118
CS,0.1181,4.3504
CS,0.1218,4.3477
CS,0.1255,4.0733
CS,0.1292,4.0919
CS,0.1366,3.9667
CS,0.1440,4.2438
CS,0.1477,4.1772
CS,0.1514,4.1665
CS,0.1551,4.1079
